OTUID,Phylum,Class,Order,Family,Genus,Species
otu000704,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella_secunda
otu000705,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas_micra
otu000706,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella_pneumotropica
otu000707,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,Pectobacterium_carotovorum
otu000708,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_pentosaceus
otu000709,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagicola,Pelagicola_sp.
otu000710,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,Pelomonas_aquatica
otu000711,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas,Pelomonas_puraquae
otu000712,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus_niger
otu000713,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus_sp.
otu000714,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_coxii
otu000715,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_duerdenii
otu000716,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_koenoeneniae
otu000717,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_lacrimalis
otu000718,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_Peptoniphilus
otu000719,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_anaerobius
otu000720,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_russellii
otu000721,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus_stomatis
otu000722,Proteobacteria,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Petrobacter,Petrobacter_succinatimandens
otu000723,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium_faecium
otu000724,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium_sp.
otu000725,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium_succinatutens
otu000726,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium_falsum
otu000727,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium_koreense
otu000728,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium_sp.
otu000729,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium_damselae
otu000730,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium_indicum
otu000731,Actinobacteria,Actinobacteria,Micrococcales,Dermatophilaceae,Piscicoccus,Piscicoccus_intestinalis
otu000732,Proteobacteria,Betaproteobacteria,UnclassifiedBurkholderiales,,,_aquaticus
otu000733,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas_shigelloides
otu000734,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pluralibacter,Pluralibacter_gergoviae
otu000735,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pluralibacter,Pluralibacter_pyrinus
otu000736,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter_tepidarius
otu000737,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_asaccharolytica
otu000738,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
otu000739,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_endodontalis
otu000740,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis
otu000741,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_uenonis
otu000742,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_bivia
otu000743,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccae
otu000744,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_buccalis
otu000745,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
otu000746,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_corporis
otu000747,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_disiens
otu000748,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_histicola
otu000749,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia
otu000750,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_maculosa
otu000751,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nanceiensis
otu000752,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens
otu000753,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_pallens
otu000754,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_ruminicola
otu000755,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_sp.
otu000756,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
otu000757,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis
otu000758,Actinobacteria,Actinomycetales,Propionibacterineae,Propionibacteriaceae,Propionibacterium,Propionibacterium_acnes
otu000759,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Prosthecobacter_vanneervenii
otu000760,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudacidovorax,Pseudacidovorax_intermedius
otu000761,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio_ruminis
otu000762,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,Pseudoclavibacter_bifida
otu000763,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella_violaceinigra
otu000764,Firmicutes,Clostridia,Clostridiales,Clostridiales,Pseudoflavonifractor,Pseudoflavonifractor_capillosus
otu000765,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,Pseudogulbenkiania_subflava
otu000766,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_aeruginosa
otu000767,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_alcaligenes
otu000768,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_bacterium
otu000769,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_balearica
otu000770,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_caeni
otu000771,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_cannabina
otu000772,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_deceptionensis
otu000773,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_formosensis
otu000774,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_hibiscicola
otu000775,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_lini
otu000776,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_litoralis
otu000777,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_otitidis
otu000778,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_pachastrellae
otu000779,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_psychrotolerans
otu000780,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_putida
otu000781,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_seleniipraecipitans
otu000782,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp.
otu000783,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_stutzeri
otu000784,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_veronii
otu000785,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_xanthomarina
otu000786,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_xiamenensis
otu000787,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,Pseudoramibacter_alactolyticus
otu000788,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Pseudoxanthomonas,Pseudoxanthomonas_sp.
otu000789,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Pseudoxanthomonas,Pseudoxanthomonas_spadix
otu000790,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Pseudoxanthomonas,Pseudoxanthomonas_taiwanensis
otu000791,Synergistetes,Synergistia,Synergistales,Synergistaceae,Pyramidobacter,Pyramidobacter_piscolens
otu000792,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii
otu000793,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter_tataouinensis
otu000794,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,Raoultella_ornithinolytica
otu000795,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,Raoultella_planticola
otu000796,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera_aquimaris
otu000797,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera_perlucida
otu000798,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera_sp.
otu000799,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera_tangshanensis
otu000800,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Rhizobacter,Rhizobacter_dauci
otu000801,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Rhizobacter,Rhizobacter_fulvus
otu000802,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_aggregatum
otu000803,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_pusense
otu000804,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_rosettiformans
otu000805,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_soli
otu000806,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_tarimense
otu000807,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_ginsengisoli
otu000808,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_sp.
otu000809,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_terrae
otu000810,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter_thiooxydans
otu000811,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,Robinsoniella_peoriensis
otu000812,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Romboutsia,Romboutsia_ilealis
otu000813,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_cecicola
otu000814,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_faecis
otu000815,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_hominis
otu000816,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_intestinalis
otu000817,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_inulinivorans
otu000818,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia_sp.
otu000819,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseicyclus,Roseicyclus_mahoneyensis
otu000820,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius_pacificus
otu000821,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia_aeria
otu000822,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia_dentocariosa
otu000823,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia_mucilaginosa
otu000824,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium_roseum
otu000825,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rubritepida,Rubritepida_sp.
otu000826,Proteobacteria,Betaproteobacteria,UnclassifiedBurkholderiales,,,_gelatinosus
otu000827,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Ruminiclostridium_siraeum
otu000828,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
otu000829,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_callidus
otu000830,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_champanellensis
otu000831,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_faecis
otu000832,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_flavefaciens
otu000833,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_gauvreauii
otu000834,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_gnavus
otu000835,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_lactaris
otu000836,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_sp.
otu000837,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_torques
otu000838,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus_pycnus
otu000839,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,Salinicola_salarius
otu000840,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella_enterica
otu000841,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella_subterranea
otu000842,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina_ventriculi
otu000843,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia_inopinata
otu000844,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia_wiggsiae
otu000845,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia,Schwartzia_sp.
otu000846,Firmicutes,Tissierellia,,,,_sp.
otu000847,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,Sediminibacterium_salmoneum
otu000848,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_artemidis
otu000849,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_bovis
otu000850,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,,_genomosp.
otu000851,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_infelix
otu000852,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_noxia
otu000853,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sp.
otu000854,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas_sputigena
otu000855,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia_anaerobia
otu000856,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_liquefaciens
otu000857,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_marcescens
otu000858,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_odorifera
otu000859,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_quinivorans
otu000860,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_rubidaea
otu000861,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia_ureilytica
otu000862,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_atlantica
otu000863,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_canadensis
otu000864,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_sp.
otu000865,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella_xiamenensis
otu000866,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella_boydii
otu000867,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella_dysenteriae
otu000868,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella_flexneri
otu000869,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella_sonnei
otu000870,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella_sp.
otu000871,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Shuttleworthia_satelles
otu000872,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,Sideroxydans_lithotrophicus
otu000873,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Simonsiella_muelleri
otu000874,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,Skermanella_stibiiresistens
otu000875,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia_equolifaciens
otu000876,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia_exigua
otu000877,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia_isoflavoniconvertens
otu000878,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia_amnionii
otu000879,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,Sneathia_sanguinegens
otu000880,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,Sneathiella_glossodoripedis
otu000881,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus_silvestris
otu000882,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium_moorei
otu000883,Firmicutes,Betaproteobacteria,UnclassifiedBurkholderiales,,,_natans
otu000884,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_aestuarii
otu000885,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_cynarae
otu000886,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_kaistensis
otu000887,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_koreensis
otu000888,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sediminicola
otu000889,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_sp.
otu000890,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_yabuuchiae
otu000891,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sporobacterium,Sporobacterium_sp.
otu000892,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_arlettae
otu000893,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_aureus
otu000894,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_auricularis
otu000895,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_chromogenes
otu000896,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_epidermidis
otu000897,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus_massiliensis
otu000898,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas_acidaminiphila
otu000899,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas_koreensis
otu000900,Proteobacteria,Gammaproteobacteria,Lysobacteriales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas_sp.
otu000901,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sterolibacterium,Sterolibacterium_sp.
otu000902,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,Stomatobaculum_longum
otu000903,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_alactolyticus
otu000904,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_anginosus
otu000905,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_dysgalactiae
otu000906,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_hongkongensis
otu000907,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_infantarius
otu000908,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_infantis
otu000909,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_intermedius
otu000910,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_lactarius
otu000911,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_luteciae
otu000912,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_macedonicus
otu000913,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_mutans
otu000914,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasanguinis
otu000915,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parauberis
otu000916,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_peroris
otu000917,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pleomorphus
otu000918,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_pseudoporcinus
otu000919,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_salivarius
otu000920,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sanguinis
otu000921,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sinensis
otu000922,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sobrinus
otu000923,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_sp.
otu000924,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_thermophilus
otu000925,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_urinalis
otu000926,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_vestibularis
otu000927,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum_sp.
otu000928,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum_variabile
otu000929,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas_hippei
otu000930,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio_dextrinosolvens
otu000931,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,Sulfurimonas_gotlandica
otu000932,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella_parvirubra
otu000933,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella_sp.
otu000934,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella_stercoricanis
otu000935,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella_wadsworthensis
otu000936,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistes,Synergistes_sp.
otu000937,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,Syntrophococcus_sucromutans
